show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s1204,TV Show,Title_204,Zoya Akhtar,Canada,2/1/2016,2016,PG-13,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1205,Movie,Title_205,Anurag Kashyap,Japan,3/19/2019,2021,TV-MA,110 min,Comedy,A comedy themed movie exploring unique stories.
s1206,TV Show,Title_206,Christopher Nolan,South Korea,9/4/2020,2001,TV-MA,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s1207,TV Show,Title_207,Unknown,United Kingdom,11/9/2015,2023,TV-G,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1208,TV Show,Title_208,Unknown,Japan,12/13/2020,2012,TV-G,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1209,Movie,Title_209,Christopher Nolan,Japan,7/11/2024,2008,PG,161 min,Thriller,A thriller themed movie exploring unique stories.
s1210,Movie,Title_210,Zoya Akhtar,India,5/8/2019,2003,PG-13,100 min,Comedy,A comedy themed movie exploring unique stories.
s1211,Movie,Title_211,Zoya Akhtar,United Kingdom,5/6/2018,2004,R,114 min,Comedy,A comedy themed movie exploring unique stories.
s1212,Movie,Title_212,Sanjay Leela Bhansali,South Korea,3/21/2017,2010,R,105 min,Thriller,A thriller themed movie exploring unique stories.
s1213,Movie,Title_213,Unknown,United Kingdom,2/13/2021,2023,PG-13,135 min,Drama,A drama themed movie exploring unique stories.
s1214,Movie,Title_214,Sanjay Leela Bhansali,Japan,7/8/2022,2018,R,132 min,Drama,A drama themed movie exploring unique stories.
s1215,Movie,Title_215,Unknown,South Korea,10/28/2022,2020,TV-MA,110 min,Romance,A romance themed movie exploring unique stories.
s1216,TV Show,Title_216,Anurag Kashyap,Canada,7/26/2022,2002,R,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1217,Movie,Title_217,Anurag Kashyap,India,7/25/2020,2011,R,95 min,Action,A action themed movie exploring unique stories.
s1218,TV Show,Title_218,Raj Kumar,Japan,2/16/2019,2018,PG-13,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1219,Movie,Title_219,Sanjay Leela Bhansali,United States,3/25/2016,2018,PG-13,137 min,Comedy,A comedy themed movie exploring unique stories.
s1220,Movie,Title_220,Christopher Nolan,United States,1/14/2022,2012,R,111 min,Comedy,A comedy themed movie exploring unique stories.
s1221,Movie,Title_221,Sanjay Leela Bhansali,India,3/9/2020,2006,TV-14,68 min,Comedy,A comedy themed movie exploring unique stories.
s1222,TV Show,Title_222,Christopher Nolan,Canada,10/9/2018,2014,PG-13,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1223,TV Show,Title_223,Zoya Akhtar,Japan,4/22/2023,2022,PG,4 Seasons,Action,A action themed tv show exploring unique stories.
s1224,TV Show,Title_224,Sanjay Leela Bhansali,United Kingdom,5/29/2022,2006,PG,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1225,TV Show,Title_225,Zoya Akhtar,India,8/19/2016,2007,TV-MA,5 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1226,Movie,Title_226,Anurag Kashyap,Canada,11/17/2020,2004,R,155 min,Action,A action themed movie exploring unique stories.
s1227,TV Show,Title_227,Anurag Kashyap,United Kingdom,9/7/2016,2020,TV-14,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s1228,Movie,Title_228,Raj Kumar,United States,8/5/2017,2013,TV-MA,113 min,Drama,A drama themed movie exploring unique stories.
s1229,Movie,Title_229,Sanjay Leela Bhansali,United States,5/1/2019,2003,R,73 min,Comedy,A comedy themed movie exploring unique stories.
s1230,TV Show,Title_230,Zoya Akhtar,United Kingdom,7/9/2016,2022,PG-13,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1231,TV Show,Title_231,Christopher Nolan,India,10/5/2015,2009,PG,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1232,TV Show,Title_232,Anurag Kashyap,United States,7/6/2020,2019,TV-G,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1233,TV Show,Title_233,Anurag Kashyap,Japan,5/5/2016,2014,TV-14,4 Seasons,Action,A action themed tv show exploring unique stories.
s1234,TV Show,Title_234,Christopher Nolan,South Korea,9/12/2015,2017,TV-G,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1235,TV Show,Title_235,Zoya Akhtar,United Kingdom,8/25/2021,2019,PG,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1236,TV Show,Title_236,Zoya Akhtar,United Kingdom,6/10/2017,2012,TV-G,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1237,TV Show,Title_237,Sanjay Leela Bhansali,United States,6/25/2016,2007,PG-13,5 Seasons,Action,A action themed tv show exploring unique stories.
s1238,Movie,Title_238,Sanjay Leela Bhansali,India,7/11/2018,2008,R,109 min,Drama,A drama themed movie exploring unique stories.
s1239,TV Show,Title_239,Unknown,Japan,6/22/2019,2015,PG-13,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1240,TV Show,Title_240,Unknown,India,4/4/2017,2018,TV-G,8 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1241,Movie,Title_241,Raj Kumar,Canada,1/5/2023,2015,PG-13,180 min,Comedy,A comedy themed movie exploring unique stories.
s1242,TV Show,Title_242,Anurag Kashyap,Canada,9/14/2018,2006,PG,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1243,Movie,Title_243,Sanjay Leela Bhansali,South Korea,9/22/2023,2013,TV-14,170 min,Comedy,A comedy themed movie exploring unique stories.
s1244,Movie,Title_244,Zoya Akhtar,United States,3/1/2024,2013,PG-13,154 min,Action,A action themed movie exploring unique stories.
s1245,TV Show,Title_245,Christopher Nolan,United States,9/29/2024,2024,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1246,Movie,Title_246,Zoya Akhtar,United States,10/8/2015,2003,TV-14,112 min,Romance,A romance themed movie exploring unique stories.
s1247,Movie,Title_247,Anurag Kashyap,South Korea,7/22/2018,2014,R,122 min,Drama,A drama themed movie exploring unique stories.
s1248,Movie,Title_248,Unknown,Canada,2/11/2017,2002,TV-G,131 min,Action,A action themed movie exploring unique stories.
s1249,Movie,Title_249,Zoya Akhtar,India,11/30/2022,2004,R,154 min,Documentary,A documentary themed movie exploring unique stories.
s1250,TV Show,Title_250,Raj Kumar,South Korea,7/29/2022,2000,TV-MA,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1251,Movie,Title_251,Anurag Kashyap,South Korea,11/24/2015,2002,PG,75 min,Drama,A drama themed movie exploring unique stories.
s1252,TV Show,Title_252,Unknown,India,3/8/2021,2014,TV-14,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1253,Movie,Title_253,Christopher Nolan,United States,8/6/2022,2023,PG-13,170 min,Comedy,A comedy themed movie exploring unique stories.
s1254,Movie,Title_254,Unknown,Japan,7/11/2017,2007,R,167 min,Drama,A drama themed movie exploring unique stories.
s1255,Movie,Title_255,Raj Kumar,India,7/5/2016,2003,TV-14,156 min,Romance,A romance themed movie exploring unique stories.
s1256,Movie,Title_256,Anurag Kashyap,Canada,9/4/2020,2001,PG,85 min,Thriller,A thriller themed movie exploring unique stories.
s1257,TV Show,Title_257,Christopher Nolan,United Kingdom,9/5/2020,2023,TV-MA,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1258,TV Show,Title_258,Raj Kumar,United Kingdom,12/2/2016,2023,R,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1259,Movie,Title_259,Unknown,South Korea,8/21/2023,2009,TV-G,168 min,Drama,A drama themed movie exploring unique stories.
s1260,Movie,Title_260,Raj Kumar,United Kingdom,4/3/2020,2003,TV-14,92 min,Romance,A romance themed movie exploring unique stories.
s1261,TV Show,Title_261,Anurag Kashyap,Japan,6/22/2022,2002,TV-G,3 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1262,Movie,Title_262,Sanjay Leela Bhansali,United States,9/26/2021,2001,TV-14,79 min,Drama,A drama themed movie exploring unique stories.
s1263,Movie,Title_263,Raj Kumar,Canada,6/16/2015,2024,TV-14,166 min,Drama,A drama themed movie exploring unique stories.
s1264,Movie,Title_264,Raj Kumar,Japan,6/18/2015,2016,PG,151 min,Romance,A romance themed movie exploring unique stories.
s1265,TV Show,Title_265,Unknown,Canada,8/17/2015,2022,PG,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s1266,TV Show,Title_266,Unknown,Canada,6/25/2020,2020,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1267,TV Show,Title_267,Christopher Nolan,United States,1/2/2016,2023,PG-13,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1268,Movie,Title_268,Unknown,South Korea,6/11/2016,2019,TV-14,177 min,Action,A action themed movie exploring unique stories.
s1269,Movie,Title_269,Zoya Akhtar,United Kingdom,3/1/2017,2022,R,78 min,Documentary,A documentary themed movie exploring unique stories.
s1270,TV Show,Title_270,Anurag Kashyap,United States,11/18/2024,2012,TV-G,5 Seasons,Drama,A drama themed tv show exploring unique stories.
s1271,TV Show,Title_271,Anurag Kashyap,Japan,6/7/2016,2004,PG,3 Seasons,Action,A action themed tv show exploring unique stories.
s1272,TV Show,Title_272,Sanjay Leela Bhansali,South Korea,12/31/2017,2020,PG,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s1273,TV Show,Title_273,Sanjay Leela Bhansali,Japan,7/27/2019,2008,TV-G,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1274,Movie,Title_274,Anurag Kashyap,South Korea,11/23/2020,2024,TV-G,82 min,Romance,A romance themed movie exploring unique stories.
s1275,TV Show,Title_275,Sanjay Leela Bhansali,Japan,8/11/2022,2024,TV-14,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1276,Movie,Title_276,Christopher Nolan,United States,3/23/2020,2021,PG,139 min,Documentary,A documentary themed movie exploring unique stories.
s1277,TV Show,Title_277,Unknown,South Korea,4/1/2023,2005,TV-G,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1278,Movie,Title_278,Anurag Kashyap,South Korea,7/29/2018,2004,PG-13,147 min,Thriller,A thriller themed movie exploring unique stories.
s1279,TV Show,Title_279,Sanjay Leela Bhansali,Canada,5/13/2015,2024,PG-13,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s1280,TV Show,Title_280,Anurag Kashyap,Canada,1/25/2022,2009,PG,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1281,TV Show,Title_281,Zoya Akhtar,India,4/11/2023,2007,TV-G,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1282,TV Show,Title_282,Raj Kumar,Japan,5/5/2021,2006,TV-14,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s1283,Movie,Title_283,Unknown,Canada,7/15/2024,2006,TV-14,111 min,Comedy,A comedy themed movie exploring unique stories.
s1284,TV Show,Title_284,Anurag Kashyap,India,6/13/2022,2005,TV-14,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s1285,Movie,Title_285,Raj Kumar,Canada,7/1/2019,2020,TV-MA,131 min,Drama,A drama themed movie exploring unique stories.
s1286,Movie,Title_286,Sanjay Leela Bhansali,Japan,10/9/2022,2019,PG,153 min,Comedy,A comedy themed movie exploring unique stories.
s1287,Movie,Title_287,Raj Kumar,South Korea,3/3/2020,2002,TV-14,111 min,Comedy,A comedy themed movie exploring unique stories.
s1288,Movie,Title_288,Unknown,United Kingdom,11/6/2019,2018,PG-13,104 min,Action,A action themed movie exploring unique stories.
s1289,TV Show,Title_289,Anurag Kashyap,Japan,1/18/2015,2021,TV-G,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1290,Movie,Title_290,Zoya Akhtar,United States,11/13/2019,2014,R,93 min,Romance,A romance themed movie exploring unique stories.
s1291,Movie,Title_291,Sanjay Leela Bhansali,Canada,4/27/2015,2003,R,87 min,Comedy,A comedy themed movie exploring unique stories.
s1292,Movie,Title_292,Anurag Kashyap,Canada,3/8/2017,2011,TV-14,107 min,Drama,A drama themed movie exploring unique stories.
s1293,TV Show,Title_293,Unknown,South Korea,10/21/2023,2005,R,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s1294,TV Show,Title_294,Sanjay Leela Bhansali,United States,2/11/2022,2018,R,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1295,TV Show,Title_295,Christopher Nolan,South Korea,2/24/2023,2003,TV-MA,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s1296,TV Show,Title_296,Raj Kumar,United States,9/8/2019,2014,PG-13,5 Seasons,Romance,A romance themed tv show exploring unique stories.
s1297,Movie,Title_297,Unknown,United Kingdom,1/22/2017,2008,PG-13,87 min,Action,A action themed movie exploring unique stories.
s1298,Movie,Title_298,Christopher Nolan,Canada,10/5/2021,2004,TV-MA,125 min,Comedy,A comedy themed movie exploring unique stories.
s1299,TV Show,Title_299,Anurag Kashyap,Canada,10/24/2018,2012,TV-MA,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1300,Movie,Title_300,Zoya Akhtar,United Kingdom,5/17/2022,2022,R,61 min,Action,A action themed movie exploring unique stories.
s1301,Movie,Title_301,Sanjay Leela Bhansali,India,2/18/2022,2017,PG,155 min,Thriller,A thriller themed movie exploring unique stories.
s1302,Movie,Title_302,Raj Kumar,South Korea,9/28/2020,2004,TV-G,105 min,Action,A action themed movie exploring unique stories.
s1303,TV Show,Title_303,Sanjay Leela Bhansali,United Kingdom,11/8/2016,2024,TV-G,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s1304,TV Show,Title_304,Anurag Kashyap,South Korea,4/16/2015,2015,R,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s1305,Movie,Title_305,Sanjay Leela Bhansali,Japan,1/1/2024,2018,TV-G,80 min,Thriller,A thriller themed movie exploring unique stories.
s1306,TV Show,Title_306,Raj Kumar,Canada,10/19/2016,2013,TV-MA,6 Seasons,Action,A action themed tv show exploring unique stories.
s1307,TV Show,Title_307,Anurag Kashyap,South Korea,4/30/2020,2024,PG-13,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s1308,TV Show,Title_308,Sanjay Leela Bhansali,United States,12/19/2018,2015,TV-G,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1309,TV Show,Title_309,Zoya Akhtar,South Korea,12/31/2017,2014,R,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1310,TV Show,Title_310,Unknown,Japan,9/14/2017,2021,PG,6 Seasons,Action,A action themed tv show exploring unique stories.
s1311,Movie,Title_311,Anurag Kashyap,Canada,11/29/2022,2003,R,137 min,Comedy,A comedy themed movie exploring unique stories.
s1312,TV Show,Title_312,Unknown,United Kingdom,12/14/2019,2006,TV-14,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s1313,Movie,Title_313,Anurag Kashyap,Japan,11/18/2019,2015,R,94 min,Comedy,A comedy themed movie exploring unique stories.
s1314,Movie,Title_314,Zoya Akhtar,Canada,3/21/2016,2023,TV-MA,77 min,Comedy,A comedy themed movie exploring unique stories.
s1315,TV Show,Title_315,Unknown,South Korea,5/2/2020,2021,PG-13,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s1316,Movie,Title_316,Christopher Nolan,India,12/2/2023,2020,PG-13,169 min,Action,A action themed movie exploring unique stories.
s1317,Movie,Title_317,Raj Kumar,India,10/18/2020,2021,TV-G,176 min,Drama,A drama themed movie exploring unique stories.
s1318,Movie,Title_318,Christopher Nolan,United States,6/20/2020,2020,TV-MA,73 min,Comedy,A comedy themed movie exploring unique stories.
s1319,TV Show,Title_319,Sanjay Leela Bhansali,Canada,1/6/2021,2007,TV-14,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s1320,TV Show,Title_320,Zoya Akhtar,India,1/31/2024,2016,TV-MA,2 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1321,Movie,Title_321,Christopher Nolan,United Kingdom,2/12/2017,2015,R,76 min,Comedy,A comedy themed movie exploring unique stories.
s1322,TV Show,Title_322,Anurag Kashyap,Canada,4/11/2019,2022,TV-MA,2 Seasons,Drama,A drama themed tv show exploring unique stories.
s1323,TV Show,Title_323,Sanjay Leela Bhansali,United Kingdom,8/3/2019,2009,TV-MA,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s1324,TV Show,Title_324,Sanjay Leela Bhansali,United Kingdom,1/27/2018,2009,TV-14,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s1325,TV Show,Title_325,Christopher Nolan,India,7/25/2018,2001,R,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s1326,Movie,Title_326,Christopher Nolan,Canada,5/6/2019,2008,PG,102 min,Action,A action themed movie exploring unique stories.
s1327,Movie,Title_327,Zoya Akhtar,South Korea,8/14/2019,2016,PG,101 min,Drama,A drama themed movie exploring unique stories.
s1328,TV Show,Title_328,Raj Kumar,Japan,8/1/2017,2010,PG-13,3 Seasons,Action,A action themed tv show exploring unique stories.
s1329,TV Show,Title_329,Christopher Nolan,India,3/30/2016,2009,TV-G,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1330,Movie,Title_330,Christopher Nolan,India,2/1/2018,2021,TV-MA,164 min,Thriller,A thriller themed movie exploring unique stories.
s1331,Movie,Title_331,Unknown,South Korea,8/3/2017,2024,PG-13,106 min,Thriller,A thriller themed movie exploring unique stories.
s1332,TV Show,Title_332,Anurag Kashyap,Canada,8/23/2016,2016,TV-14,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s1333,Movie,Title_333,Unknown,Canada,5/24/2022,2003,PG,179 min,Comedy,A comedy themed movie exploring unique stories.
s1334,TV Show,Title_334,Unknown,United Kingdom,12/25/2016,2015,TV-MA,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
